Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
142,40.047780,0.027862,0.027862,0.994770,0.979230,0.961172,0.963243,0.980263,0.992270,0.628736,0.936757,0.972604,0.984052,90.400224,
143,40.363865,3.528014,6.404233,0.995067,0.980350,0.963773,0.965667,0.981033,0.992534,0.637128,0.939950,0.974291,0.985504,95.218144,
144,40.362861,3.528014,3.528014,0.995124,0.980242,0.963016,0.965131,0.980020,0.993306,0.636785,0.939455,0.973575,0.984782,95.104575,
145,40.718050,0.063337,5.187802,0.995415,0.981208,0.965336,0.968283,0.983150,0.991371,0.645520,0.945798,0.977392,0.987150,91.326658,
146,40.660342,0.063337,0.063337,0.995285,0.981051,0.965065,0.967967,0.983009,0.991318,0.643409,0.944928,0.977053,0.986907,91.259019,
147,39.858091,2.530494,4.243165,0.994647,0.976750,0.959415,0.963105,0.976428,0.989658,0.624928,0.933184,0.969916,0.982310,92.753726,
148,40.059311,2.530494,2.530494,0.994607,0.977612,0.962499,0.964513,0.977467,0.988922,0.628570,0.933715,0.970563,0.982579,92.987551,
149,40.459549,0.031281,5.002601,0.995172,0.981171,0.962989,0.966276,0.982809,0.992958,0.638655,0.941018,0.974919,0.985825,91.060228,
150,40.650944,0.031281,0.031281,0.995437,0.981803,0.963818,0.968057,0.983706,0.992756,0.646556,0.943565,0.975949,0.986433,91.284938,
151,40.678682,3.850438,6.263443,0.995491,0.980890,0.964165,0.966561,0.981717,0.992734,0.647166,0.944979,0.976839,0.986898,95.964785,
152,40.719294,3.850438,3.850438,0.995661,0.980430,0.963146,0.966731,0.982006,0.991562,0.651043,0.945369,0.976417,0.986210,95.791417,
153,40.988646,0.046929,7.080356,0.995714,0.981373,0.965954,0.968804,0.981888,0.992245,0.655966,0.948548,0.978286,0.987589,91.408295,
154,40.986737,0.046929,0.046929,0.995694,0.981479,0.965961,0.968660,0.982154,0.992388,0.655831,0.948387,0.978189,0.987551,91.423455,
155,40.503227,4.150911,7.555734,0.995324,0.979462,0.962510,0.966122,0.981407,0.990242,0.644555,0.942067,0.974630,0.985192,95.780305,
156,40.498977,4.150911,4.150911,0.995192,0.979311,0.963304,0.965243,0.979663,0.991251,0.642745,0.940512,0.973976,0.985037,95.702382,
157,40.647704,0.021876,5.498892,0.995424,0.981413,0.964211,0.968044,0.981716,0.993522,0.644176,0.945641,0.977314,0.987246,91.323366,
158,40.795043,0.021876,0.021876,0.995564,0.982044,0.964905,0.969396,0.982490,0.993647,0.648086,0.947357,0.978218,0.987866,91.547811,
159,40.599996,3.275406,3.275406,0.995421,0.981757,0.964257,0.968532,0.983987,0.992196,0.645017,0.944116,0.975759,0.986156,95.337268,
160,36.919874,3.735420,3.735420,0.989152,0.969257,0.942944,0.946755,0.972662,0.986484,0.498608,0.884269,0.947034,0.968306,90.572964,
161,37.831455,0.037013,6.790879,0.991171,0.972745,0.949497,0.952316,0.974889,0.988819,0.531681,0.904505,0.959471,0.976320,87.974014,
162,37.990275,0.037013,0.037013,0.991555,0.973223,0.950359,0.953269,0.975282,0.988997,0.538518,0.906818,0.960334,0.977058,88.158135,
163,38.217950,4.576298,7.712319,0.991985,0.973300,0.952127,0.952309,0.974306,0.990252,0.546169,0.910347,0.962076,0.977654,93.787325,
164,38.484957,4.576298,4.576298,0.992250,0.972605,0.954582,0.954355,0.972689,0.987586,0.559367,0.912542,0.962304,0.977863,93.657933,
165,39.144047,0.018521,6.964184,0.993753,0.976187,0.957243,0.960960,0.976902,0.989215,0.588254,0.926843,0.969627,0.982966,89.568036,
166,39.261563,0.018521,0.018521,0.993960,0.976490,0.957707,0.961662,0.977395,0.989124,0.593643,0.928515,0.970223,0.983262,89.675807,
167,39.471030,3.309431,6.325298,0.994182,0.977905,0.958517,0.962194,0.979772,0.990280,0.602524,0.932929,0.971576,0.983643,94.157845,
168,39.451739,3.309431,3.309431,0.994384,0.977665,0.956866,0.961879,0.978565,0.991041,0.604688,0.931853,0.969996,0.982304,93.925740,
169,40.168192,0.059515,4.998381,0.995222,0.980255,0.962222,0.965749,0.978904,0.994112,0.630087,0.943836,0.976555,0.986684,91.060967,
170,40.159195,0.059515,0.059515,0.995155,0.980212,0.962212,0.965716,0.978740,0.994146,0.629638,0.943400,0.976336,0.986569,91.032448,
171,39.486174,3.156565,4.681316,0.994609,0.977818,0.957915,0.961960,0.978076,0.991696,0.612204,0.934266,0.971553,0.983516,93.936788,
172,39.465667,3.156565,3.156565,0.994324,0.977194,0.959326,0.961222,0.976598,0.991359,0.609936,0.931072,0.969652,0.982143,93.603145,
173,39.271188,0.022771,5.435977,0.994268,0.974913,0.956573,0.960162,0.972786,0.989670,0.605270,0.929711,0.969219,0.982004,89.180064,
174,39.295474,0.022771,0.022771,0.994310,0.974898,0.956568,0.960134,0.972802,0.989635,0.606553,0.930079,0.969390,0.982173,89.196238,
175,39.039247,3.776284,5.890747,0.993574,0.974760,0.956938,0.958626,0.974340,0.988724,0.596468,0.922642,0.965217,0.979269,93.399407,
176,39.230278,3.776284,3.776284,0.993884,0.975886,0.956688,0.959802,0.975005,0.990592,0.600683,0.926680,0.967268,0.980572,93.841443,
177,39.770042,0.061163,6.642452,0.994341,0.978724,0.961600,0.963203,0.977698,0.992667,0.613099,0.935393,0.972763,0.984487,90.398646,
178,39.734026,0.061163,0.061163,0.994215,0.978548,0.961462,0.963137,0.977382,0.992528,0.611849,0.934513,0.972324,0.984206,90.319256,
179,39.110852,2.385804,5.596035,0.993538,0.976014,0.956925,0.960455,0.974625,0.990976,0.592487,0.924554,0.966539,0.980294,92.122797,
180,39.085169,2.385804,2.385804,0.993607,0.974352,0.957131,0.957831,0.972789,0.989316,0.595904,0.924848,0.966838,0.980544,91.794148,
181,39.411425,0.029740,2.726295,0.994187,0.977644,0.957923,0.960558,0.978581,0.991894,0.604364,0.932793,0.971257,0.983304,89.976135,
182,39.488295,0.029740,0.029740,0.994371,0.977909,0.958218,0.960850,0.979071,0.991962,0.607988,0.934087,0.971810,0.983626,90.079381,
