Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
121,18.026687,0.000000,0.000000,0.664374,0.619164,0.879557,0.632706,0.542203,0.610108,0.277559,0.318892,0.326588,0.325402,0.000000,
122,20.260210,11.063001,12.934478,0.775513,0.694309,0.918192,0.711174,0.631048,0.678596,0.353277,0.422065,0.443004,0.460441,13.970187,
123,43.670122,0.000000,11.063001,0.996230,0.987015,0.973864,0.967400,0.986326,0.995734,0.728313,0.937048,0.968507,0.982324,91.592957,
124,18.381296,0.000000,0.000000,0.685743,0.604765,0.895763,0.671831,0.529043,0.566944,0.305638,0.348877,0.353876,0.349203,0.000000,
125,16.939143,12.360351,12.360351,0.655139,0.591154,0.886726,0.661616,0.533806,0.543836,0.292972,0.328780,0.328370,0.315453,3.071834,
126,47.767177,0.000000,40.242054,0.997784,0.990406,0.986724,0.980104,0.989266,0.994652,0.818739,0.971502,0.986052,0.991710,93.904330,
127,17.387364,0.000000,0.000000,0.686421,0.641457,0.943826,0.781111,0.593121,0.550500,0.332357,0.374054,0.363905,0.338599,0.000000,
128,28.898837,2.501017,16.750549,0.952297,0.787020,0.944151,0.775473,0.686703,0.804519,0.565271,0.681907,0.711534,0.737624,29.606530,
129,18.953807,2.501017,2.501017,0.739404,0.583515,0.941496,0.696551,0.512701,0.507082,0.380215,0.427435,0.421565,0.402980,0.000000,
130,45.396744,0.000000,13.979091,0.996759,0.981965,0.971739,0.963097,0.981812,0.988889,0.765020,0.951909,0.974946,0.985164,91.022692,
131,21.081268,0.000000,0.000000,0.796538,0.525971,0.927011,0.676817,0.475500,0.427629,0.385150,0.442125,0.447451,0.449570,0.000000,
132,25.026679,8.694402,8.694402,0.906969,0.659140,0.936723,0.743523,0.593548,0.613278,0.489869,0.587394,0.616419,0.639983,9.227434,
133,45.141150,0.000000,10.819738,0.996114,0.983138,0.978741,0.965659,0.977302,0.992072,0.758705,0.943038,0.970911,0.983060,90.908429,
134,19.029217,0.000000,0.000000,0.742885,0.591316,0.920154,0.690100,0.540294,0.507778,0.379814,0.418425,0.411416,0.388597,0.000000,
135,19.920398,12.771809,12.771809,0.764595,0.630534,0.942352,0.790240,0.609027,0.517564,0.406869,0.448977,0.444296,0.425333,4.579361,
136,45.708436,11.445084,15.512666,0.996632,0.984639,0.975220,0.964393,0.982622,0.992954,0.771675,0.953236,0.976234,0.985733,100.000000,
137,44.982259,0.000000,11.445084,0.996525,0.979599,0.972613,0.956768,0.975593,0.988748,0.755644,0.944079,0.970542,0.982329,90.076171,
138,21.294500,0.000000,0.000000,0.804133,0.580912,0.927210,0.699055,0.491978,0.522588,0.418968,0.481721,0.489291,0.490091,0.000000,
139,18.485994,8.381969,8.381969,0.711844,0.628792,0.946143,0.774264,0.588914,0.537141,0.365466,0.403482,0.397393,0.377876,1.402198,
140,44.611110,0.000000,17.391268,0.996307,0.983537,0.970590,0.963047,0.980726,0.993440,0.745797,0.940842,0.969342,0.981856,90.835553,
141,21.012023,0.000000,0.000000,0.790808,0.493302,0.891524,0.565852,0.426659,0.427849,0.379370,0.438799,0.448229,0.451457,0.000000,
142,19.465273,9.094428,9.094428,0.761092,0.574366,0.941005,0.730409,0.508268,0.474625,0.400515,0.450749,0.450139,0.439086,0.000000,
143,46.111119,12.701087,16.457369,0.996643,0.982949,0.979221,0.966070,0.978712,0.991180,0.784249,0.956438,0.978420,0.987737,100.000000,
144,46.046281,0.000000,12.701087,0.996592,0.985178,0.978594,0.972591,0.980396,0.993079,0.786429,0.955913,0.977896,0.987192,92.006712,
145,19.439544,0.000000,0.000000,0.765391,0.664378,0.927590,0.729432,0.672633,0.571844,0.411779,0.447797,0.439425,0.414071,0.000000,
146,20.775488,11.821794,12.121325,0.791238,0.650092,0.943039,0.771151,0.626765,0.550492,0.443085,0.482727,0.476854,0.455228,5.983567,
147,46.409827,0.000000,11.821794,0.996612,0.984419,0.978206,0.964937,0.982257,0.992238,0.795369,0.957362,0.978268,0.986926,91.837235,
148,24.365217,0.000000,0.000000,0.871108,0.759221,0.952397,0.825655,0.688158,0.730424,0.492265,0.554658,0.568253,0.576582,14.310391,
149,22.553063,5.447399,5.447399,0.848396,0.543004,0.923388,0.698160,0.502390,0.438181,0.445293,0.498472,0.506458,0.510219,0.000000,
150,46.002029,0.000000,11.093624,0.996385,0.984190,0.979644,0.968536,0.980359,0.991640,0.788493,0.952960,0.975554,0.985473,91.541349,
151,22.477469,0.000000,0.000000,0.847322,0.581128,0.924408,0.702260,0.541097,0.484986,0.481160,0.537329,0.542382,0.536454,0.000000,
